text,label
"faltu game ushbu o'yinni yuklab oling. bu vaqtni yo'qotish. jodugarliklar bu o'yinni qiladilar. u internetdan foydalanadi va telefonni sekinlashtiradi. eng yomon o'yin.
",0
dasturga  kirishingiz  bilan dastur  ishlamay  qurilma  qotib  qoladi yoki  dasturdan  chiqib  ketadi,0
"machete bu vaqtni bekor qila olmayman, endi pulni sarflamay turib, o'yinni davom ettirishga urinmayapman ... nah pulning barcha pullari ... odatiy o'yindan zavqlanmaydi
",0
"bir daqiqadan keyin uc brauzeridan foydalanganda to'satdan chiqadi, shuning uchun to'satdan chiqib ketdi, shuning uchun men uchun juda ko'p muammolarni keltirib chiqaradi, shuning uchun plz menga bu muammoning echimiga yordam berishi mumkin ... boshqa ..........
",0
"katta o'yin, men ushbu o'yinni juda yaxshi ko'raman. boshqa ingliz tilidan farqli o'laroq, bu ingliz tilida haqiqiyligini yoqtiraman.
",1
"gnv chv
",1
"yomon grafika va yomon kamera ko'rinishi bilan o'ynagan kamera yomon o'yin ... yaxshilanishni talab qiladi
",0
"yaxshi, lekin bu o'yin yaxshi, lekin menga bu qadar frustraded qiladi. va narsalarni sotib olish uchun ko'proq pul topish kabi yangi narsalarni qo'shishingiz mumkin.
",0
"lol 2 nafar kambag'al shouga keladi.
",0
"porloq va qulay dastur. rahmatlar sizlarga.
",1
"game is goid qizil 2 da ishlamaydi
",0
"qo'rquvli o'yin, lekin ... dovdirab ketgan paytgacha deyarli mening poopie bilan amalga oshiriladi. yuklab olishni davom ettirishni talab qilmaslik kerak, lekin iltimos, ochilish kesimlarini o'tkazib yuborishga ijozat bergaysiz. tartibga solish sizga 5 ta stahni yuborishingiz mumkin
",1
"qaytarilishim acer iconia planshetiga ega va o'yin ishlamayapti. muvaffaqiyat darajasiga chiqqanda, mijozlarni o'z xonalariga sudrab borishimga yo'l qo'ymaydi.
",0
"qizig'i shundaki, lekin yangilanmagan ... aslida dastur qiziqarli ... lekin afsuski, dasturchi dasturni hech qachon yangilamagani uchun tark etdi. ko'pincha tez-tez tushadigan va ochilmagan kontent ko'p.
",0
"ochilmaydi
",0
"sevgi bu juda yaxshi ishlaydi.
",1
Juda yaxshi. Ko'p taomlar o'rganish mumkin.,1
"ilova ishga tushmaydi, siz yangilamagandan so'ng ham ochilmaydi. uni o'chirib tashladi
",0
"buni o'rnatib bo'lmadi ... uning eng yomon o'yini men hech qachon ko'rmaganman
",0
"ishonchli ishga tushirilmaydi, uni ishonchli tarzda yoqib bo'lmaydi. boshqa ilovalarning yaxshiroq ishlashini ko'rish uchun olib tashlash.
",0
"palyaço o'yinni yuklab olish buni dastlabki sinovdan o'tkazing va agar siz o'tishni boshlasangiz, u ro'yxatdan o'tishingiz kerak, u ularga aytmasliklari mumkin, ammo keyin u soxta hisobni amalga oshiradi
",0
"bamning o'yin o'yinlarimni menga qabul qilmoqda va bu app i qoidalarim
",1
"tweets post qilish uchun uzoq vaqt talab etiladi nima uchun, qachon men wi-fi ulanishidan foydalansam, tweetlar chopish uchun ko'p vaqt oladi. vaqt jadvali bir vaqtning o'zida yangilanadi.
",0
"wowow menga yoqadigan qanday o'yin, men uni yaxshi ko'rgan tush edi
",1
Yangiliklarga kommentariyalar yozish imkoniyati bo'lganda yana ham yaxshi bo'lar edi.,1
Daryo haqiqatdan ham yangiliklar daryosi,1
"bu judayam yomon
",0
"foydasiz men uchun hamma narsani sotib olishni, qimmat bo'lmagan foydasiz o'yinni xohlayman
",0
Faqat yangilanishni so'raydi.,0
"chiqindi ... men 3 marta o'rnimga keldim ... faqat boshlanmayapti ...
",0
"men uni juda yaxshi ko'raman. u ajoyib o'yin. endi zombiyalarni har joyda o'ynashim mumkin, lekin juda ko'p wifi orqali emas, balki uzoqdan ulanishga harakat qilaman.
",1
"bir necha oydan beri ishlamoqda, lekin endi u to'xtatib turadi endi men uni yangilab, endi biron-bir telefon qo'ng'iroq qilolmayapman ... siz meni hazillashyapsizmi
",0
"yaxshi aqlli o'quv dasturi uning zehnini tetiklantiruvchi vaqtni to'la zavq va aqlga asoslangan dastur bilan sarflang. uni yuklab oling va rohatlaning
",1
Yaxshi va har kuni hammaga asqotishi mumkin boo'lgan sahifa!,1
"faqat sotib olgan bu o'yinni o'ynashni boshlaganim yaxshi bo'lardi, u menga qaynab ketdi, men juda xafa bo'ldim o'yin menga juda to'siq bo'ldi to'g'rilgan ushbu dastur uchun
",0
"o'g'lim uchun 80 dan ortiq avtoulovga ega bo'lgan 80 dan ortiq mashinam bor edi, endi mening ismim va parolimni qo'yganimda hech qanday aloqa qilolmaysan. o'g'lim bu o'yinni yaxshi ko'radi va racecars yo'qolib ketganligi uchun dahshatga tushadi.
",0
A'lo darajali dastur,1
"yangilandi. app yangilanmagandan so'ng ishlamaydi yangilangan ilovaga qadar ishladi. dasturni yangilashdan so'ng, 2014 yil 6-dan beri hech narsa yozilmagan.
",0
"batafsil daraja qo'shing.
",1
"muvaffaqiyatli emas, foydasiz ilk marta uni ishlatishga harakat qildim, bu buzilgan va dastur to'liq yuklangan ko'rinmadi. juda xafa bo'ldi. bu butunlay yaroqsiz.
",0
Yaxshi bajarildi!,1
"buni yaxshi ko'rish bu ajoyib o'yin, bu 5 yulduzni baholab, har kimni sevgan o'yinlardan biridir
",1
"menga juda yoqadi
",1
"o'yinchoq portlashi, men hozir juda ko'p kulgili va men birodarim sizni juda ko'p rahmat
",1
"juda yaxshi
",1
"ishlamaydi. yo'q.
",0
"yangilanishni yangilang ... xaritani tiklash ushbu ilova yaxshi va yomonni ketdi. radar xaritalari hozirda yaxshi edi, hech narsa ko'rsatilmaydi. bema'ni yangilanishlarni muntazam o'tkazib turadi. vidjet dahshatli va jamoa vaqtini yangilamaydi.
",0
"hech o'ynaganim yo'q, lekin o'ylaymanki, hozir uni o'ynashga tayyorman
",1
"juda qiziqarli va yoqimli o'yin, agar siz savollarga to'g'ri javob beradigan bo'lsa.
",1
"har safar uni ishlatishga harakat qilsam
",0
Juda yaxshi tashkil etilgan!,1
"bull my old galaxy s3 ustida ishladim va bu mening notamda axlat. 4. ar rejimi shunchalik yomonki, u mening s3-da ishlayotgandek yaxshi ishlamaydi. iltimos, optimallashtirish
",0
"bilimli ilova eng yaxshi o'yin .... men ur bilimlarini yaxshilashni yaxshi ko'raman
",1
"eng yomon alteast umidchilarga to'g'ri qaror qabul qilishlariga imkon bermaydi, ular hech qachon raqib jamoasi uchun daromad olmaydilar. mening barcha lahzali tortishishimga qarama-qarshi o'yinlarga aylanib ketishim mumkin, ammo raqib jamoasi har doim 85 metr uzoq oltita musobaqada o'ynaydi
",0
"yaxshi o'yin
",1
Katta ilovalar),1
"men bu o'yinni o'ynashni yaxshi ko'rardim, lekin hozir hammasi doimo yopiladi. agar siz bu ajoyib bo'lishi mumkin va keyin 5 yulduzli sizga yomon berishi mumkin. faqat ozgina tushkunlik.
",0
"ajoyib lt3 bu juda ajoyib o'yin. siz qaror qabul qilasiz. siz nima sodir bo'lishi haqida hech qanday tasavvurga ega bo'lmagan kitobni o'qishdan ko'ra yaxshiroqdir.
",1
"menyu ishlamaydi menyu tugmachasini bosishga harakat qilganda, barchasi o'z belgimni to'g'ri ko'chiradi. men hech narsa qilolmayman, hech narsa qila olmayman.
",0
kingworld UZBEKISTON OLG'A,1
"Yangi versiya ishlamayatti, ochilmayatti, eski versiyani qo'yinglar, eskisi Zo'r edi!",0
"a 5 star app brilliant app, endi televizor qutisi bilan muammosiz ishlaydi.
",1
"chalg'itishni davom ettiraveradi agar u o'ynashga harakat qilsam, deyarli har bir vaqtning o'zidayoq buzilib ketmasa, aslida juda yaxshi bo'lar edi. u o'rnatilmaguncha, bir yulduz u.
",0
"ushbu o'yinni yaxshi ko'raman. lekin men to'satdan bu keyingi qismni o'ynaganimda, ahmoq reklamalarni o'ynaydi, keyin esa faqatgina yuklash sahifasida o'tiradi. hozirda ilovani yopish va qayta ochish kerak. bu juda xafa. bu asapni tuzating
",0
"hozir reklamalarim sababli, mening toddler mening telefonimni tezlashtirishga yoki ajdarlarga qarshi kurashishdan manfaatdor ekan. endi u google play oynasini ochganda o'rnatadi.
",0
"vaqtinchalik ilova men ushbu dasturni yaxshi ko'raman, bu vaqtsiz va to'g'ri maqsadni to'g'ri to'layman,
",1
Adashib tashlangan pulni qaytarib oladigan xizmatni ham ishga tushurilsa yaxshi bo'lar edi.,1
"katta nazorat tizimi bilan juda yaxshi o'yin. juda qiziqarli va hayvonlarni o'ldirish juda ko'p
",1
Nima bo'lganda ham bir oz sekin bor,1
"ro'yxatdagi ko'plab shaharlarni ko'rsangiz, yaxshi ilovalar ... salqin, ammo muammolarni hal qilolmayman va kodlarni o'zingiz yozishingiz mumkin bo'lgan muammo bor. men sotib olmoqdan oldin narsalarni tekshirmaydigan o'zimning yomon dushmanim.
",0
"eng yaxshi dastur men uni looooooove
",1
"rahmatim sizni baxtli emas ... 1,5 milliarddan 400 milliongacha ketdi, chunki u muzlab qoladi, sizni tark etmaydi, idishlarni noqonuniy iste'mol qilaman, ko'p narsalarni yo'qotib qo'ydim. bu ilovani yo'qotmoqchiman.
",0
bu dasturni yuklab olib bo'lmaydi,0
"agar u yangi velosiped sotib olsalar, velosipedni ko'tarib, velosipedlarni xarid qilsa va yana yangi narsalarni sotib olsalar, yana beshta daraja va undan ko'proq dinozavrlarni qo'lga kiritishi yoki ikkinchi yaramas poyga
",1
"waaagh
",1
"ushbu o'yinni yaxshi ko'rish mening telefonimdagi eng sevgan o'yinlarni qo'llarim pastga tushiradi, faqat ba'zi qahramonlarni ochish uchun pul to'lash kerak emas
",1
"men kabi faqat 3 yulduzni baholadim, chunki ular faqat 5 ta darajaga ega
",1
"yangi grafikalar. faqat yomonmi? o'yinni yaxshi ko'rish uchun foydalanilgan, ammo hozirgi vaqtda yangi grafikalar tufayli to'lash kerak.
",0
ba'zi ilovalar sekin ishlaydi,0
"suv bilan o'ynashni yaxshi ko'raman keyin u bu o'yinni sevadi.
",1
"wtf ishlayotganida yordam berishi mumkin, yuklanmoqda ..... yopiladi, yuklar tanlovga ruxsat bermaydi, hatto uni bir yulduz, beg'araz ilova qilmaydi.
",0
"haqiqiy o'yin lollipopda ishlamaydi, ammo bepul versiya muammosiz ishlaydi. buning reklamasiz versiyasini sotib olish variantining borligini adolatsiz o'yin deb o'ylayman ... nima uchun uni sotib olganlar uchun bularni tuzatolmaysiz?
",0
Rasmlar kachestivasi pasrooo,1
"bolalar uchun o'yinlar bepul ushbu o'yin juda qisqa. faqat 4 shakl
",0
"stupid ilovasi nima uchun siz boshqa paketlarni chiqarib qo'yishingiz kerak ... biz hammasi dstv-ni to'laymiz.
",0
"ilova doimiy ravishda qulaydi. qulay narsalar bilan band bo'lganda, dastur yopiladi va siz yana qaytadan boshlashingiz kerak. bu ba'zan bir necha marta ketma-ket bo'ladi.
",0
"ajoyib fotosuratlar kelishi kerak
",1
"panda yuvalari ajoyib o'yin. faqat uni yaxshi ko'raman. men hamma vaqtni o'ynayman.
",1
Menga yoqadi :) super,1
"yaxshi, men bugungi kunda bu o'yinni oldim, bir necha savolim bor va men to'plamni qanday kengaytirishni bilmayman va siz o'zingizning hududingizni qanday belgilashingiz mumkin va qanday qilib menga yordam berasiz?
",1
"hech bir multiplayer nima uchun bu kunlarni birlashtira olmaymiz ... hatto biz do'stlarimiz onlaynda juda ko'p ... umidsiz
",0
"juda yaxshi sharhlarga qaraganda, men faqat ijobiy sharhlarni ko'rib chiqaman va bu o'yinni o'ynaganimda, albatta, yaxshi deb aytishim kerak
",1
"qanchadan-qancha. turli xiraliklarni qo'shishingiz kerak. va raqiblar turli xil xiraliklar bilan to'ldiradi. shuningdek, paket ichidagi vaziyatlarni ham kiritish kerak
",1
"tezda o'chirildi bu o'q so'zlarida dahshatli harakatdir. ko'pgina maslahatlar bitta harfli so'zni keraksiz deb hisoblaydi.
",0
"katta o'yin o'yinni ajoyib o'yin bilan mashq qilish kerak. mening yagona shikoyim ovozni eshitadi. men nemis tilida nemis tilida gapirishlarini kutardim, ammo ular hammasi bir xil
",1
"men bilan mashg'ul bo'lib turadi va odatdagidek, har qanday xatolarni sezmadim, u muammosiz ishlaydi va o'yinni yanada qiziqarli qilish uchun juda ko'p qiyinchiliklarga ega. men juda bandman va bu o'yin juda ajoyib. uzoq hikoya qisqa, men uni yaxshi ko'raman.
",1
"o'yinni davom ettira olmayman. qayta tugmani bosganimda boshidan boshlaydi. yana bir bowling muammosi, men faqat yugurib ketishim mumkin. yo'q lbw yoki yo'q bowled, chekka yo'q ....
",0
"pulga arziydigan do'stlar bilan o'ynash uchun ajoyib o'yin. ushbu o'yin hatto taniqli bo'lmagan belgilarni ham taxmin qilganda yaxshi reaktsiyalar
",1
Kun uz ilovas juda yaxshi net qotib qoliwini aytmaganda,1
"yaxshi. eng yaxshi o'yin
",1
"bir nexus5 da doimo cho'kadi. juda yomon, ajoyib o'yin
",0
"faqat mukammal va do'stlar juda yomon o'yin o'ynashi mumkin
",1
"dahshatli ushbu o'yin qo'rqinchli u faqat ko'ylaklar uchun 5 variantni olish va ko'zlar pushti yoki binafsha rangga ega bo'lsin, ha, bu dahshatli
",0
"pulning umumiy yo'qotilishi, qo'llab-quvvatlanmaydi. galaxy 5ga ega bo'lgunga qadar ajoyib dastur bo'ldi, endi men uchun foydasi yo'q va muallif bilan bog'lanish uchun qayta urinishlar o'lik quloqlarga tushib qolgan. men aslida pul sarflagan bir nechta ilovalardan biri.
",0
"hayajonli, lekin asabiylashtiruvchi 750 000 hayvon shaklida erishish juda qiyin bo'lsa, nima uchun ko'k olmosni yo'qotasiz? siz yiqilasiz yoki safarga chiqsangiz, siz qo'lga kiritgan ballaringiz 1 marta olinadi ... nima uchun o'chirasiz?
",0
"askarlar tashqariga chiqqandan keyingina o'ynash mumkin bo'lmaydi. men vaqt o'tishi bilan ko'proq vaqt olaman deb o'yladim, lekin siz ularni sotib olmoqchi emassiz yoki umid qilamanki facebook do'sti o'yinni o'ynaydi va sizga ko'proq narsani beradi
",0
"0 darajaga loyiq tuzuvchani to'lovni qaytarish uchun murojaat qilmoqchi, ammo e'tiborsiz qoldirilgan. bu erda elektron pochta manzili tanib olinmagan. siz mening pulimni o'g'irladingiz ...
",0
"o'zingizning skoringizni mag'lub etishga harakat qilish juda qiziqarli
",1
shu detalizatirda raqamga kelgan nomerlaniyam qoo'shilganida zoo'r boo'laridi,1
"tizimga kirishni boshlamoq ish stolida kirishingiz mumkin, ammo mobil qurilmada emas. parolni avtomatik ravishda to'ldirish uchun parol menejeridan foydalanaman, shuning uchun matn terish usuli emas. mobil ilovada maxsus belgilar to'g'ri ishlamayotganligidan shubhalanaman.
",0
"ko'pchilik oylar mobaynida ushbu o'yinlarga hech qanday yangilanishni to'xtatib qo'ygan va so'nggi ikkita mintaqada faqatgina bitta daraja bor edi. bu glu qanday ishlaydi va ularga ishonib bo'lmaydi.
",0
"har bir harfning ko'pchilik harflari yashirgan bo'lsa, baholashni tinglagan bo'lishi kerak, ammo qaytarish tugmasi uchun bu harflar tanlangan bo'lishi kerak.
",0
"saqlangan o'yinlarni saqlamayman, agar u men ekanligiga ishonchim komil emas. lekin barcha ilovalarimni yopib qo'ysam. saqlash fayli yo'qoladi. men ham saqlash tugmachasini ko'rmadim.
",0
"ushbu o'yinni juda yaxshi ko'raman va toto juda yoqimli
",1
"sucklar siz faqat 5 ta variantni olasiz
",0
"bu juda dahshatli bu juda oson va har bir narsani juda yaxshi dizayni bor, faqat yaxshi ko'raman, mening telefonimni yanada yangilangan qiladi va galaxy s6
",1
"apple ver-dan yaxshiroq nusxa ko'chirish va manzilni gmaps-ga joylashtirish mumkin
",0
"Ajoyib, sodda, xavfsiz",1
Bu yoritilgan! yaxshi ishlashda davom eting,1
"katta app oddiy va ishlatish uchun qulay dastur. galaxy note edge ekrani uchun xususiyatlarni olishimiz mumkin
",1
"nimani yuklab qo'yganimni va obb ma'lumotlarini topa olmaganligini aytdi
",0
"eng yaxshi yaxshi emasmi, uni yoqing, chunki siz biron bir narsani o'tkazib yubormaysiz.
",1
"ajoyib o'yin yangilanishlarni yoqing
",1
"yangilashga ruxsat berilmaguncha, yangilash muvaffaqiyatsiz tugadi. endi u ochilmaydi, faqat nom sahifasini yuklashda qoladi. tuzatish uchun umid
",0
"mening sevimliim bu haqiqiy parvoz tajribasi. barcha simulyatsiya o'yinlari orasida eng yaxshisi
",1
"chiroyli qilib yaratilgan g aqlli aqlga ega, mening bolamga bo'lgan sevgim ko'proq mahalo 2 yoki aloha keakua
",1
"ha. katta o'yin uchun tashakkur.
",1
"qanchadan-qancha ..... o'ynash yoqimli ... boshqa velosiped o'yinlari bilan taqqoslaganda, bu eng yaxshisidir, lekin o'yinlarning o'rtasida faqatgina mening barcha tangalarim
",1
"lovin it bu ilova juda ko'p yordam beradi ... bu faqat anime emas, balki ko'p qo'shimcha darslar bor.
",1
"menga e'tibor bermadingizmi, u faqat qilmadi
",0
ba'zi ilovagalarga kirib bo'maydi,0
"rummicube qo'shadi
",1
"vegas solitarie juda qiyin
",1
"o'yin o'ynaydi. pulimni qaytarib bering.
",0
"ko'pni muzlatadi o'yin o'yin-kulgiga o'xshaydi, lekin biz ishonish tugmachasini bosib chiqarganimizda har doim muzlashadi. ko'p narsa bajarilmaydi.
",0
"2012 yildan beri bu ilova yaxshi
",1
Cool ilovasi! UzbekDevelopers uchun rahmat,1
"ajoyib bahoga ajoyib o'yin bu o'yin juda ajoyib edi, men faqat 3 daqiqa o'ynashimdan keyin ikkinchisini sotib oldim. faqat pastga tushish ... juda qiziqarli, siz o'ynashga majbur bo'lasiz va u o'z navbatida o'yinni qisqartiradi.
",1
" men bu o'yinni yaxshi ko'raman, lekin bu jilovchiga ega emasmi yoki yo'qmi, amin emasman, o'ynash uchun vaqt ajrataman, keyin mening vakolatim to'g'ri bo'ladi
",0
Boshida yaxshi ishladi.Keyin ishlamay qoldi.,0
"ushbu junkni olib tashlash. men o'tgan yil o'zimni tasodifan o'ldirganimda ko'proq zavq oldim.
",0
"o'rnatilmaydi. yuklanmaydi.
",0
"ilova ochilmaydi, yuklab olinmaydi, ochilmaydi. uninstall and reinstalled, same issue. vaqtni yuklab olish vaqtini aniqlab bo'lmaguncha sarflamang
",0
"to'g'ri emas, bugungi kunda yuk tashish bo'ladi, lekin hech narsa yo'q
",0
"ajoyib, uni yaxshi ko'rish, hech qanday qo'shimchalar yo'q
",1
"bu juda ajoyib, men gitara o'yinlarining katta muxlisiman va o'yiningiz ularning barchasini kaltakladi
",1
"yaxshi emas, sotib olingan uzun sochlar, keyin telefonimni qayta o'rnatdi va hozir hammasi yo'qoldi. rahmat obama
",0
"juda noto'g'ri tushunarsiz ...
",0
"rip off men bir necha tangalar uchun pul to'layman va ularni hech qachon qabul qilmadim. men ularni elektron pochta orqali yuborganman va hech narsa qilolmadim. hatto javob ham bo'lmadi.
",0
"yaxshi bo'lishi mumkin agar siz boshqa odamlarga qarshi raqobatlashadigan joylarda onlaynda qaerda bo'lsangiz, uni amalga oshirishingiz mumkin.
",1
"bu juda katta vaqtni, juda bezovta qiladi. vaqti-vaqti bilan reaktsiya bermaydi, qo'shiqni yozishga kirish uchun abadiy davom etadi, interfeys aql bovar qilmas darajada laggy ... juda zerikarli tajriba. u muammosiz ishlagan. ortiq yo'q.
",0
"ajablanarlisi ayniqsa transfer mavsumi ochilishi bilan kim va nimalar sodir bo'layotganini bilib oldim
",1
"mening 9 oylik chaqalog'im uni yaxshi ko'rardi. ammo umid qilamanki, siz chaqaloq o'yinni to'xtatib qo'ygandan keyin faqat o'yinda qolishi mumkin bo'lgan asosiy xususiyatga egalik qiladi.
",1
"bolalarimning sevimli farzandlari - qushlarning deyarli hammasi.
",1
"naqd app apprish
",0
"vau hech qachon bunday reklamalarni ko'rmagan. wl devlar bilan noto'g'ri. agar juda kambag'al bo'lsang, o'ylaymanki, g'oz.
",0
"nexus 7da ko'plab chiziqlar.
",0
Juda yaxshi kitob,1
"juda yaxshi
",0
"yaxshi yaxshi
",1
"hammom hammom
",0
"juda junk endi sotib olindi, deb o'ylardim. bir oz vaqtdan keyin uni ishlamayapti. menga ergashmaydigan odamlarni ham qoldiring. bu muammo kimda bor?
",0
Men bu ajoyib dasturdan foydalandim! Ixtiro uchun rahmat!,1
"uni yomon ko'radigan har bir narsa, men hech qachon hech narsa boshlamaslik uchun joyga bosishim kerak. bunday dahshatli o'yinga o'xshardi, ammo u faqat axlat
",0
"zerikish o'yinlari agar ma'lum bo'lgan yagona bo'lgan jangovor o'yin bo'lsa yaxshi bo'lar edi
",0
"golf balki men noto'g'ri paytlarda tunashni davom ettiraman, lekin aslida jonli efirda golf namoyish qiladimi? ko'rgan barcha intervyular va qiziqish qismlari.
",0
"eng yomon dastur bu hayotimda ko'rgan eng yomon dasturlardan biri. ishlash har bir qadamda eng yomon va reklamalar bilan to'la
",0
"katta o'yin
",1
"yaxshi tipif u bir xil plastinkada ikkita zaxirani joylashtirishi mumkin va hali ham 1 to'plamda hisoblanishi mumkin
",1
"eng yaxshi iordaniya dasturi u erda katta app hech qanday shikoyat. dastlabki aloqalarni yaxshi ko'raman.
",1
"crash samsung note4 qo'shimcha pulli ekran uchun video tomosha qilish qora bo'lib ketadi va qayta kelmaydi, lekin musiqa hali ham o'ynaydi. achchiq tashvishlarni to'g'rilab qo'ysangiz, men yaxshiroq ko'rib chiqaman
",0
Yoqmadi,0
"yaxshi ilovalar. bu, albatta, ishlaydi
",1
"hech qachon yomon narsa
",0
"s6 edge'imga ajoyib ko'rinadi ushbu piktogramma tafsilotlarini va soddaligini yaxshi ko'raman. galaxy s6 edge-ga ajoyib ko'rinadi
",1
"va aqlli, axmoq odam
",0
"uni yaxshi ko'raman, ajoyib dastur va men hali ham o'g'limni yamalgan joydan urib qo'yishi mumkinligini isbotlaydi
",1
Mashinalani narxi juda qimmat,0
Zo'r o'yin bo'pti,1
Yaxwi,1
Umuman yomon,0
bazi ilovalarning esa umuman yangi versiyasini topib bo`lmaslik,0
"yangi z3 qurilmasidagi dahshatli dastur buzilmaydi ham harakat qila olmaydi ... qaytaring ... sevgi monopoliyasi juda xafa
",0
"kompyuterni o'ynatayotganda qotib turish kompyuter har doim g'alaba qozonish uchun etarlicha ilonlarni va erlarni bosib o'tishga imkon beradi.
",0
"avvalo halol bo'lish uchun vau ok, men bu o'yinni hech qachon yoqtirmasligimga o'xshar edim, endi esa men juda qaramdirman
",1
"awsome o'tgan yilgi deyarli barcha maqolalar o'qib chiqdi va ilova nima izlayotganimni aniq ko'rsatmoqda. yaxshi interfeys, brauzer o'rnatish muammolari yo'q. rahmat
",1
Judaham alooo,1
Bu ilovagachiqab bo'lmaydi.,0
"jonli kriket ballari uchun eng yaxshi dastur cricbuzzdan ko'ra yaxshiroq. ushbu ilovani barchangizga tavsiya qilaman.
",1
"hozirgacha uni yaxshi ko'raman. hozirgacha u mukammal ishladi va mening samsung s5 telefonim juda tez. katta ilovalar uchun rahmat bolalar.
",1
"guns by calford ushbu qo'llanmaning ko'plab yulduzlari bo'lishi kerak, bu qurollarni yaxshi ko'rish, agar u mumkin bo'lsa, ko'proq narsani qo'shib ko'ring.
",1
"muqaddas berish uyg'onishidan qo'llanilishimni qo'l qilish uchun sizning sizni qo'llab-quvvatlash uchun yo'q download
",0
"ha, bu eng yaxshi o'yin
",1
"o'yinni yaxshi ko'raman. lekin bir kun kelib, butun jamoam o'chirib tashlandi. shuning uchun men juda yaxshi ish qilganim uchun baxtiyorman, endi hamma narsaga baxtli emasman
",0
Zo'r programma ekan,1
Gap yoo'q !!! Ajoyib oyo'in ekan oo'zbektilidagagi ilk  oo'ynagan opyinim,1
"katta o'yin buta bitdi
",1
"Juda katta MB ekan, yaxshi emas, arzimaydi!",0
"muammolarni tuzatish men uni eshitishim mumkin deb o'ylayman, men noto'g'ri deb o'ylayman 1.49. bepul olish, bu yaxshi emas
",0
"har qanday telefon uchun ajoyib
",1
"u bunga loyiq emas men o'ynashga harakat qilgandan so'ng, yuklab olindi va u shiddat bilan davom etdi. hech qachon boshlang'ich ekranni o'tmagan. vaqt va ma'lumotni sarflamang.
",0
"shu kabi yaxshi
",1
"sevimli fotosuratlar va rasmlarni ham saqlashingiz mumkin.
",1
"hech qanday inst instingi yo'q, shuning uchun men eng yoqimtoy o'yinni afsuslantirib o'ynashga loyiq emasman. 15
",0
"eski versiyada ko'proq funksiya mavjud edi
",0
"men uni sotib olgan o'rmonzorlarga o'tkir ta'sir qiladi va u menga noto'g'ri narsa qilayotganimdan foydalanishga ruxsat bermaydi
",0
"dipdap qish ishlamaydi, u muzlab qoladi. mening o'g'lim juda hafsalasi pir bo'ldi, pul to'lashni so'radim va hech qachon, albatta, noqulay va hafsalam pir bo'ldi.
",0
"bolalar uchun chizilgan rasm va chizilgan rasm, umid qilmasa, yaroqsiz.
",0
"bu o'yin kasaldir. lekin keyingi yangilashda gongkongni qo'shing. mening o'z vatanimda chopishim yaxshi bo'lardi. yo'lni ishbilarmonlik hududi va qadimgi tumanlardan o'ting, bu dahshatli bo'lardi.
",1
"ilovani yaxshi ko'raman.bu ilovani yaxshi ko'raman ..... ilova bilan muammo ..... ehtimol, 1 ta muammo. agar uzluksiz o'yin o'ynagan o'yinchi bo'lsangiz, u qisqa.
",1
"men bu juda yaxshi bo'lar edi deb o'ylayman, agar men sizni hech narsa qilolmaysan tuzatilgan bo'lsa, u pulga sarflaydigan to'liq dasturni sotib oladi, u faqat 3 tirnoqni bajarishi mumkin
",0
"muammo nima ... men aps dan foydalana olmadim ...
",0
"ishlamaydi pro uchun hali pulli hali barcha xususiyatlar qulflangan va menga pro kerakligini aytadi
",0
Gap yo'q programmaga!!Juda zo'r musofir do'stlarimizni oğirini yengil qilayabdi!!,1
"katta o'yin mening 3 yoshimda bu o'yinlarni bir yildan ko'proq vaqt davomida o'ynab kelmoqda. u yaxshi o'rganish o'yini va u faqat maymunni echib oladi. tavsiya etiladi.
",1
Ilova ishlash jarayonida har hil rekalamalar keladi;,0
"Kalendar tog'ri kelmayapti, 1 kun orqada qolib ketgan.",1
"ajablanarlisi bu qiziqarli
",1
"3x yuklamasligi uchun 1 gb bo'sh joy saqlanib qolgan, 3 marta 48 gacha, keyin 3bar 3g signaliga qaramasdan yuklab olishni bekor qilish va 909 kodli xatolik. umuman foydasiz, bo'shashmoq. zudlik bilan aniqlang va yuklab olishni qayta ko'rib chiqaman
",0
"ha, bu bir, lekin amaliyotga muhtojman
",1
"so'z akademiyasi, albatta, sizni o'ylaydi. va agar siz men kabi bo'lsam, uni olish uchun sizga ikkita maslahat beraman va qachondir o'zingga aqldan ozib qolsang, chunki sen butun vaqtni bilgansan
",1
"oh ha juda yaxshi o'yin
",1
"u hozirda ishlayotgan bo'lsa, u istagan paytda ishlaydi
",0
Daryo yangiliklarni tezkor yetkazadi.,1
"bepul pulli ilovalarni bepul berish uchun play store kabi to'lovchi ilovalarni bepul taqdim eting
",1
"inson nima sodir bo'ldi ... billboard o'rnatishlarni qilganda bu ilovani doimo ishlatish. ouklandga qaytib ketishni davom ettirmoqda ... hamiltonda yashamasam yaxshi bo'lsin ... super asabiylashmoq
",0
"ushbu o'yinni qanday qo'lga kiritganini bilmayman 4.7. o'yin poooo
",0
"coco dengizni sevish va o'pish o'yin do'koniga borib, o'yin do'konidagi ilovalarni ko'rishni istamaydi
",0
"zo'r yaxshi o'yin
",1
"zo'r
",1
"o'yin sucks bu o'yin sucks, siz olish uchun 5 bor bo'lsa ham, bingos to'plash uchun vaqt bermaydi. bu faqat o'yinni tugatadi va sizni sovrinlaringizni chetlashtiradi. 1-yulduz yorqinligi uchun
",0
